,setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount
292,Ecuador,2010,hh_wat_sm,Population using safely managed drinking water services (%),60.0,IAF,763202.0
293,Ecuador,2010,hh_wat_sm,Population using safely managed drinking water services (%),60.0,PC,3586103.0
294,Ecuador,2010,hh_wat_sm,Population using safely managed drinking water services (%),60.0,STATE,11687519.0
295,Ecuador,2010,hh_wat_sm,Population using safely managed drinking water services (%),60.0,USAID,30871273.0
296,Ecuador,2010,life_ex,Life Expectancy,74.9,AGR,1250741.0
297,Ecuador,2010,life_ex,Life Expectancy,74.9,DOC,30766.0
298,Ecuador,2010,life_ex,Life Expectancy,74.9,DOE,205409.0
299,Ecuador,2010,life_ex,Life Expectancy,74.9,FTC,8187.0
300,Ecuador,2010,life_ex,Life Expectancy,74.9,IAF,763202.0
301,Ecuador,2010,life_ex,Life Expectancy,74.9,PC,3586103.0
302,Ecuador,2010,life_ex,Life Expectancy,74.9,STATE,11687519.0
303,Ecuador,2010,life_ex,Life Expectancy,74.9,USAID,30871273.0
304,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,AGR,1250741.0
305,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,DOC,30766.0
306,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,DOE,205409.0
307,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,FTC,8187.0
308,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,IAF,763202.0
309,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,PC,3586103.0
310,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,STATE,11687519.0
311,Ecuador,2010,obesitya,Obesity prevalence among adults (%),-16.5,USAID,30871273.0
312,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,AGR,1250741.0
313,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,DOC,30766.0
314,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,DOE,205409.0
315,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,FTC,8187.0
316,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,IAF,763202.0
317,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,PC,3586103.0
318,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,STATE,11687519.0
319,Ecuador,2010,u5mr,Under-five mortality rate,-1.9,USAID,30871273.0
320,Ecuador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,AGR,1905801.0
321,Ecuador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,DOE,258721.0
322,Ecuador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,HHS,81920.0
323,Ecuador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,IAF,361079.0
324,Ecuador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,PC,4031102.0
325,Ecuador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,STATE,11933352.0
326,Ecuador,2011,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,USAID,45500153.0
327,Ecuador,2011,hh_wat_sm,Population using safely managed drinking water services (%),60.0,AGR,1905801.0
328,Ecuador,2011,hh_wat_sm,Population using safely managed drinking water services (%),60.0,DOE,258721.0
329,Ecuador,2011,hh_wat_sm,Population using safely managed drinking water services (%),60.0,HHS,81920.0
330,Ecuador,2011,hh_wat_sm,Population using safely managed drinking water services (%),60.0,IAF,361079.0
331,Ecuador,2011,hh_wat_sm,Population using safely managed drinking water services (%),60.0,PC,4031102.0
332,Ecuador,2011,hh_wat_sm,Population using safely managed drinking water services (%),60.0,STATE,11933352.0
333,Ecuador,2011,hh_wat_sm,Population using safely managed drinking water services (%),60.0,USAID,45500153.0
334,Ecuador,2011,life_ex,Life Expectancy,74.9,AGR,1905801.0
335,Ecuador,2011,life_ex,Life Expectancy,74.9,DOE,258721.0
336,Ecuador,2011,life_ex,Life Expectancy,74.9,HHS,81920.0
337,Ecuador,2011,life_ex,Life Expectancy,74.9,IAF,361079.0
338,Ecuador,2011,life_ex,Life Expectancy,74.9,PC,4031102.0
339,Ecuador,2011,life_ex,Life Expectancy,74.9,STATE,11933352.0
340,Ecuador,2011,life_ex,Life Expectancy,74.9,USAID,45500153.0
341,Ecuador,2011,obesitya,Obesity prevalence among adults (%),-16.5,AGR,1905801.0
342,Ecuador,2011,obesitya,Obesity prevalence among adults (%),-16.5,DOE,258721.0
343,Ecuador,2011,obesitya,Obesity prevalence among adults (%),-16.5,HHS,81920.0
344,Ecuador,2011,obesitya,Obesity prevalence among adults (%),-16.5,IAF,361079.0
345,Ecuador,2011,obesitya,Obesity prevalence among adults (%),-16.5,PC,4031102.0
346,Ecuador,2011,obesitya,Obesity prevalence among adults (%),-16.5,STATE,11933352.0
347,Ecuador,2011,obesitya,Obesity prevalence among adults (%),-16.5,USAID,45500153.0
348,Ecuador,2011,u5mr,Under-five mortality rate,-1.8,AGR,1905801.0
349,Ecuador,2011,u5mr,Under-five mortality rate,-1.8,DOE,258721.0
350,Ecuador,2011,u5mr,Under-five mortality rate,-1.8,HHS,81920.0
351,Ecuador,2011,u5mr,Under-five mortality rate,-1.8,IAF,361079.0
352,Ecuador,2011,u5mr,Under-five mortality rate,-1.8,PC,4031102.0
353,Ecuador,2011,u5mr,Under-five mortality rate,-1.8,STATE,11933352.0
354,Ecuador,2011,u5mr,Under-five mortality rate,-1.8,USAID,45500153.0
355,Ecuador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,AGR,1212341.0
356,Ecuador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,DOC,54248.0
357,Ecuador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,DOE,210042.0
358,Ecuador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,IAF,803598.0
359,Ecuador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,PC,3567214.0
360,Ecuador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,STATE,10186002.0
361,Ecuador,2012,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.5,USAID,12516294.0
362,Ecuador,2012,hh_wat_sm,Population using safely managed drinking water services (%),61.0,AGR,1212341.0
363,Ecuador,2012,hh_wat_sm,Population using safely managed drinking water services (%),61.0,DOC,54248.0
364,Ecuador,2012,hh_wat_sm,Population using safely managed drinking water services (%),61.0,DOE,210042.0
365,Ecuador,2012,hh_wat_sm,Population using safely managed drinking water services (%),61.0,IAF,803598.0
366,Ecuador,2012,hh_wat_sm,Population using safely managed drinking water services (%),61.0,PC,3567214.0
367,Ecuador,2012,hh_wat_sm,Population using safely managed drinking water services (%),61.0,STATE,10186002.0
368,Ecuador,2012,hh_wat_sm,Population using safely managed drinking water services (%),61.0,USAID,12516294.0
369,Ecuador,2012,life_ex,Life Expectancy,75.2,AGR,1212341.0
370,Ecuador,2012,life_ex,Life Expectancy,75.2,DOC,54248.0
371,Ecuador,2012,life_ex,Life Expectancy,75.2,DOE,210042.0
372,Ecuador,2012,life_ex,Life Expectancy,75.2,IAF,803598.0
373,Ecuador,2012,life_ex,Life Expectancy,75.2,PC,3567214.0
374,Ecuador,2012,life_ex,Life Expectancy,75.2,STATE,10186002.0
375,Ecuador,2012,life_ex,Life Expectancy,75.2,USAID,12516294.0
376,Ecuador,2012,obesitya,Obesity prevalence among adults (%),-17.5,AGR,1212341.0
377,Ecuador,2012,obesitya,Obesity prevalence among adults (%),-17.5,DOC,54248.0
378,Ecuador,2012,obesitya,Obesity prevalence among adults (%),-17.5,DOE,210042.0
379,Ecuador,2012,obesitya,Obesity prevalence among adults (%),-17.5,IAF,803598.0
380,Ecuador,2012,obesitya,Obesity prevalence among adults (%),-17.5,PC,3567214.0
381,Ecuador,2012,obesitya,Obesity prevalence among adults (%),-17.5,STATE,10186002.0
382,Ecuador,2012,obesitya,Obesity prevalence among adults (%),-17.5,USAID,12516294.0
383,Ecuador,2012,u5mr,Under-five mortality rate,-1.7,AGR,1212341.0
384,Ecuador,2012,u5mr,Under-five mortality rate,-1.7,DOC,54248.0
385,Ecuador,2012,u5mr,Under-five mortality rate,-1.7,DOE,210042.0
386,Ecuador,2012,u5mr,Under-five mortality rate,-1.7,IAF,803598.0
387,Ecuador,2012,u5mr,Under-five mortality rate,-1.7,PC,3567214.0
388,Ecuador,2012,u5mr,Under-five mortality rate,-1.7,STATE,10186002.0
389,Ecuador,2012,u5mr,Under-five mortality rate,-1.7,USAID,12516294.0
390,Ecuador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,DOE,366460.0
391,Ecuador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,378893.0
392,Ecuador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,3374289.0
393,Ecuador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,18713984.0
394,Ecuador,2013,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,26625128.0
395,Ecuador,2013,hh_wat_sm,Population using safely managed drinking water services (%),61.0,DOE,366460.0
396,Ecuador,2013,hh_wat_sm,Population using safely managed drinking water services (%),61.0,IAF,378893.0
397,Ecuador,2013,hh_wat_sm,Population using safely managed drinking water services (%),61.0,PC,3374289.0
398,Ecuador,2013,hh_wat_sm,Population using safely managed drinking water services (%),61.0,STATE,18713984.0
399,Ecuador,2013,hh_wat_sm,Population using safely managed drinking water services (%),61.0,USAID,26625128.0
400,Ecuador,2013,life_ex,Life Expectancy,75.6,DOE,366460.0
401,Ecuador,2013,life_ex,Life Expectancy,75.6,IAF,378893.0
402,Ecuador,2013,life_ex,Life Expectancy,75.6,PC,3374289.0
403,Ecuador,2013,life_ex,Life Expectancy,75.6,STATE,18713984.0
404,Ecuador,2013,life_ex,Life Expectancy,75.6,USAID,26625128.0
405,Ecuador,2013,obesitya,Obesity prevalence among adults (%),-17.5,DOE,366460.0
406,Ecuador,2013,obesitya,Obesity prevalence among adults (%),-17.5,IAF,378893.0
407,Ecuador,2013,obesitya,Obesity prevalence among adults (%),-17.5,PC,3374289.0
408,Ecuador,2013,obesitya,Obesity prevalence among adults (%),-17.5,STATE,18713984.0
409,Ecuador,2013,obesitya,Obesity prevalence among adults (%),-17.5,USAID,26625128.0
410,Ecuador,2013,u5mr,Under-five mortality rate,-1.65,DOE,366460.0
411,Ecuador,2013,u5mr,Under-five mortality rate,-1.65,IAF,378893.0
412,Ecuador,2013,u5mr,Under-five mortality rate,-1.65,PC,3374289.0
413,Ecuador,2013,u5mr,Under-five mortality rate,-1.65,STATE,18713984.0
414,Ecuador,2013,u5mr,Under-five mortality rate,-1.65,USAID,26625128.0
415,Ecuador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,DOE,115905.0
416,Ecuador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,452290.0
417,Ecuador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,3516258.0
418,Ecuador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,11374427.0
419,Ecuador,2014,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,17241821.0
420,Ecuador,2014,hh_wat_sm,Population using safely managed drinking water services (%),62.0,DOE,115905.0
421,Ecuador,2014,hh_wat_sm,Population using safely managed drinking water services (%),62.0,IAF,452290.0
422,Ecuador,2014,hh_wat_sm,Population using safely managed drinking water services (%),62.0,PC,3516258.0
423,Ecuador,2014,hh_wat_sm,Population using safely managed drinking water services (%),62.0,STATE,11374427.0
424,Ecuador,2014,hh_wat_sm,Population using safely managed drinking water services (%),62.0,USAID,17241821.0
425,Ecuador,2014,life_ex,Life Expectancy,75.9,DOE,115905.0
426,Ecuador,2014,life_ex,Life Expectancy,75.9,IAF,452290.0
427,Ecuador,2014,life_ex,Life Expectancy,75.9,PC,3516258.0
428,Ecuador,2014,life_ex,Life Expectancy,75.9,STATE,11374427.0
429,Ecuador,2014,life_ex,Life Expectancy,75.9,USAID,17241821.0
430,Ecuador,2014,obesitya,Obesity prevalence among adults (%),-18.5,DOE,115905.0
431,Ecuador,2014,obesitya,Obesity prevalence among adults (%),-18.5,IAF,452290.0
432,Ecuador,2014,obesitya,Obesity prevalence among adults (%),-18.5,PC,3516258.0
433,Ecuador,2014,obesitya,Obesity prevalence among adults (%),-18.5,STATE,11374427.0
434,Ecuador,2014,obesitya,Obesity prevalence among adults (%),-18.5,USAID,17241821.0
435,Ecuador,2014,u5mr,Under-five mortality rate,-1.6,DOE,115905.0
436,Ecuador,2014,u5mr,Under-five mortality rate,-1.6,IAF,452290.0
437,Ecuador,2014,u5mr,Under-five mortality rate,-1.6,PC,3516258.0
438,Ecuador,2014,u5mr,Under-five mortality rate,-1.6,STATE,11374427.0
439,Ecuador,2014,u5mr,Under-five mortality rate,-1.6,USAID,17241821.0
440,Ecuador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,IAF,505478.0
441,Ecuador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,PC,3900788.0
442,Ecuador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,STATE,24815365.0
443,Ecuador,2015,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-4.0,USAID,8782515.0
444,Ecuador,2015,hh_wat_sm,Population using safely managed drinking water services (%),62.0,IAF,505478.0
445,Ecuador,2015,hh_wat_sm,Population using safely managed drinking water services (%),62.0,PC,3900788.0
446,Ecuador,2015,hh_wat_sm,Population using safely managed drinking water services (%),62.0,STATE,24815365.0
447,Ecuador,2015,hh_wat_sm,Population using safely managed drinking water services (%),62.0,USAID,8782515.0
448,Ecuador,2015,life_ex,Life Expectancy,75.9,IAF,505478.0
449,Ecuador,2015,life_ex,Life Expectancy,75.9,PC,3900788.0
450,Ecuador,2015,life_ex,Life Expectancy,75.9,STATE,24815365.0
451,Ecuador,2015,life_ex,Life Expectancy,75.9,USAID,8782515.0
452,Ecuador,2015,obesitya,Obesity prevalence among adults (%),-19.0,IAF,505478.0
453,Ecuador,2015,obesitya,Obesity prevalence among adults (%),-19.0,PC,3900788.0
454,Ecuador,2015,obesitya,Obesity prevalence among adults (%),-19.0,STATE,24815365.0
455,Ecuador,2015,obesitya,Obesity prevalence among adults (%),-19.0,USAID,8782515.0
456,Ecuador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,IAF,505478.0
457,Ecuador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,PC,3900788.0
458,Ecuador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,STATE,24815365.0
459,Ecuador,2015,u5mr,Under-five mortality rate,-1.5499999999999998,USAID,8782515.0
460,Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,273793.0
461,Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,4033175.0
462,Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,16389787.0
463,Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,6751205.0
464,Ecuador,2016,hh_wat_sm,Population using safely managed drinking water services (%),62.5,IAF,273793.0
465,Ecuador,2016,hh_wat_sm,Population using safely managed drinking water services (%),62.5,PC,4033175.0
466,Ecuador,2016,hh_wat_sm,Population using safely managed drinking water services (%),62.5,STATE,16389787.0
467,Ecuador,2016,hh_wat_sm,Population using safely managed drinking water services (%),62.5,USAID,6751205.0
468,Ecuador,2016,life_ex,Life Expectancy,76.0,IAF,273793.0
469,Ecuador,2016,life_ex,Life Expectancy,76.0,PC,4033175.0
470,Ecuador,2016,life_ex,Life Expectancy,76.0,STATE,16389787.0
471,Ecuador,2016,life_ex,Life Expectancy,76.0,USAID,6751205.0
472,Ecuador,2016,obesitya,Obesity prevalence among adults (%),-19.0,IAF,273793.0
473,Ecuador,2016,obesitya,Obesity prevalence among adults (%),-19.0,PC,4033175.0
474,Ecuador,2016,obesitya,Obesity prevalence among adults (%),-19.0,STATE,16389787.0
475,Ecuador,2016,obesitya,Obesity prevalence among adults (%),-19.0,USAID,6751205.0
476,Ecuador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,IAF,273793.0
477,Ecuador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,PC,4033175.0
478,Ecuador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,STATE,16389787.0
479,Ecuador,2016,u5mr,Under-five mortality rate,-1.4500000000000002,USAID,6751205.0
480,Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,57738.0
481,Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,4032264.0
482,Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,9691583.0
483,Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,5231005.0
484,Ecuador,2017,hh_wat_sm,Population using safely managed drinking water services (%),63.0,IAF,57738.0
485,Ecuador,2017,hh_wat_sm,Population using safely managed drinking water services (%),63.0,PC,4032264.0
486,Ecuador,2017,hh_wat_sm,Population using safely managed drinking water services (%),63.0,STATE,9691583.0
487,Ecuador,2017,hh_wat_sm,Population using safely managed drinking water services (%),63.0,USAID,5231005.0
488,Ecuador,2017,life_ex,Life Expectancy,76.2,IAF,57738.0
489,Ecuador,2017,life_ex,Life Expectancy,76.2,PC,4032264.0
490,Ecuador,2017,life_ex,Life Expectancy,76.2,STATE,9691583.0
491,Ecuador,2017,life_ex,Life Expectancy,76.2,USAID,5231005.0
492,Ecuador,2017,u5mr,Under-five mortality rate,-1.4500000000000002,IAF,57738.0
493,Ecuador,2017,u5mr,Under-five mortality rate,-1.4500000000000002,PC,4032264.0
494,Ecuador,2017,u5mr,Under-five mortality rate,-1.4500000000000002,STATE,9691583.0
495,Ecuador,2017,u5mr,Under-five mortality rate,-1.4500000000000002,USAID,5231005.0
496,Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,51741638.0
497,Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,149878.0
498,Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,4157411.0
499,Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,14315987.0
500,Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,11205459.0
501,Ecuador,2018,hh_wat_sm,Population using safely managed drinking water services (%),63.5,AGR,51741638.0
