setting,year,indicator_abbr,indicator_name,Avg estimate,Funding Agency Acronym,Constant Dollar Amount (Previous Year)
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,ADF,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DFC,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOC,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOL,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOT,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,EPA,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,FTC,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,HHS,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,273793
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,LIC,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,NSF,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,4033175
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,16389787
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,0
Ecuador,2016,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,6751205
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,ADF,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DFC,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOC,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOL,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOT,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,EPA,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,FTC,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,HHS,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,57738
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,LIC,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,NSF,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,4032264
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,9691583
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,0
Ecuador,2017,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,5231005
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,ADF,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,51741638
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DFC,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOC,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOL,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOT,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,EPA,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,FTC,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,HHS,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,149878
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,LIC,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,NSF,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,4157411
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,14315987
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,0
Ecuador,2018,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,11205459
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,ADF,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,134364
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DFC,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOC,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOL,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOT,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,EPA,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,FTC,2101
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,HHS,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,481086
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,LIC,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,NSF,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,4101902
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,45345549
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,0
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,1257940
Ecuador,2019,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,29807923
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,ADF,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,AGR,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DFC,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOC,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOE,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOL,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,DOT,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,EPA,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,FTC,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,HHS,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,IAF,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,LIC,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,MCC,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,NSF,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,PC,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,STATE,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TDA,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,TREAS,0
Ecuador,2020,alcohol,Total alcohol per capita consumption in adults aged 15+ (litres of pure alcohol),-3.5,USAID,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,ADF,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,AGR,717869
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,DFC,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,DOC,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,DOE,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,DOL,2774839
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,DOT,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,EPA,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,FTC,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,HHS,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,IAF,460373
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,LIC,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,MCC,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,NSF,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,PC,4125431
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,STATE,43133472
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,TDA,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,TREAS,0
Ecuador,2003,hh,Population using safely managed drinking water services (%),56.5,USAID,21095003
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,ADF,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,AGR,14587462
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,DFC,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,DOC,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,DOE,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,DOL,4038229
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,DOT,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,EPA,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,FTC,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,HHS,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,IAF,1055291
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,LIC,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,MCC,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,NSF,0
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,PC,4031498
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,STATE,23708758
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,TDA,11778
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,TREAS,134608
Ecuador,2004,hh,Population using safely managed drinking water services (%),57.5,USAID,41471810
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,ADF,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,AGR,4133438
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,DFC,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,DOC,78370
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,DOE,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,DOL,7836724
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,DOT,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,EPA,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,FTC,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,HHS,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,IAF,384091
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,LIC,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,MCC,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,NSF,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,PC,3306562
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,STATE,20996897
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,TDA,374331
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,TREAS,0
Ecuador,2005,hh,Population using safely managed drinking water services (%),57.5,USAID,25160266
Ecuador,2006,hh,Population using safely managed drinking water services (%),58.5,ADF,0
Ecuador,2006,hh,Population using safely managed drinking water services (%),58.5,AGR,9485059
Ecuador,2006,hh,Population using safely managed drinking water services (%),58.5,DFC,0
Ecuador,2006,hh,Population using safely managed drinking water services (%),58.5,DOC,0
Ecuador,2006,hh,Population using safely managed drinking water services (%),58.5,DOE,0
